Match Type	Search term	Added/Excluded	Campaign	Ad group	Keyword	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate
phrase	no deposit lease cars short term uk	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	1	100.00%	0.89	0.89	1	0	0	0.00%
broad	best car pcp lease plans with fair credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.17	1.17	2	0	0	0.00%
phrase (close variant)	cheap uk car lease	None	Generic Car Leasing	Car leasing	"""uk car leasing"""	2	8	25.00%	0.75	1.5	1.5	0	0	0.00%
broad	bad credit lease vehicle	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	12	25.00%	1.23	3.7	3.3	0	0	0.00%
broad	uk used car leasing	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.24	0.24	2	0	0	0.00%
phrase (close variant)	vauxhall astra lease with insurance	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra leasing"""	2	1	200.00%	0.35	0.7	1	0	0	0.00%
broad (session-based)	car lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	2	5	40.00%	0.97	1.94	1.4	0	0	0.00%
broad	cheap estate car leasing	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	2	50.00%	0.15	0.15	4	0	0	0.00%
phrase (close variant)	cheapest car lease uk	None	Generic Car Leasing	Car leasing	"""cheap car lease"""	1	2	50.00%	0.46	0.46	1.5	0	0	0.00%
broad	best lease deals with bad credit no deposit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	1.11	1.11	3	0	0	0.00%
broad (session-based)	hippo prestige	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing	1	8	12.50%	0.96	0.96	1	0	0	0.00%
phrase	car lease vauxhall insignia	None	Vauxhall	Vauxhall Insignia (Petrol)	"""lease vauxhall insignia"""	3	6	50.00%	0.79	2.37	1	0	0	0.00%
phrase	ford ka lease best deal	None	Ford KA	KA (1.2 Edge)	"""ford ka lease"""	1	2	50.00%	0.97	0.97	1	0	0	0.00%
exact	corsa lease deal	Added	Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	"""corsa lease deal"""	4	31	12.90%	1.18	4.7	2.6	0	0	0.00%
phrase (close variant)	no deposit lease pick up	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.45	0.45	1	0	0	0.00%
broad	car on lease	None	Generic Car Leasing	Car leasing	car lease financing	4	30	13.33%	0.6	2.39	2	0	0	0.00%
broad	car lease no deposit no credit check	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.15	1.15	2	0	0	0.00%
broad	car lease bad credit lancashire	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	1.06	1.06	7	0	0	0.00%
broad	car lease deals bad credit no deposit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.98	0.98	4	0	0	0.00%
phrase (close variant)	personal car lease not deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	business car leasing with poor credit history	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	3	33.33%	0.84	0.84	4	0	0	0.00%
broad	lease cars oldham	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.68	0.68	4	0	0	0.00%
broad (session-based)	ford ranger personal lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.27	1.27	1	0	0	0.00%
broad	new car lease with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.99	0.99	2.5	0	0	0.00%
broad	cheap personal car leasing no depost	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.63	0.63	3	0	0	0.00%
broad	lease a ka	None	Ford KA	KA (1.2 Edge)	lease ka	0	3	0.00%	0	0	1.7	0	0	0.00%
broad	leasing a vehcile on bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.06	1.06	2	0	0	0.00%
broad	gauranteed car leaseing	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.21	1.21	5	0	0	0.00%
broad	just drive lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.21	0.21	2	0	0	0.00%
broad (session-based)	kcc cars	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.74	0.74	1	0	0	0.00%
broad	no deposit car leasing new cars	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.7	0.7	1	0	0	0.00%
broad	low deposit care leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.6	0.6	1	0	0	0.00%
broad	car leasing portsmouth	None	Generic Car Leasing	Used Car Leasing	used car lease	1	3	33.33%	0.2	0.2	3.7	0	0	0.00%
broad	2nd hand lease cars uk	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.3	0.3	1	0	0	0.00%
broad	hippo hirecars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.67	0.67	2	0	0	0.00%
broad	lease of used cars	None	Generic Car Leasing	Used Car Leasing	lease a used car	1	1	100.00%	0.3	0.3	3	0	0	0.00%
broad	finance leasing car	None	Generic Car Leasing	Car leasing	car lease financing	1	2	50.00%	0.67	0.67	2.5	0	0	0.00%
broad	leasing a van with bad credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	16	6.25%	1.15	1.15	5.3	0	0	0.00%
phrase	leasing seat leon	None	Seat	Seat Ibiza	"""leasing seat"""	1	2	50.00%	1.29	1.29	3	0	0	0.00%
broad	used car leasing companies	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	10	10.00%	0.23	0.23	4.3	0	0	0.00%
broad	short term bad credit lease	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.08	1.08	2	0	0	0.00%
phrase (close variant)	no tax lease cars with bad credit	None	Bad Credit Leasing	Bad Credit	"""lease car with bad credit"""	1	1	100.00%	0.99	0.99	2	0	0	0.00%
broad	cheapest lease deals	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	fast lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.19	0.19	2	0	0	0.00%
broad	renault personal lease	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.69	0.69	2	0	0	0.00%
phrase	enterprise car leasing uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	4	25.00%	0.93	0.93	1.3	0	0	0.00%
broad	bad credit mercedes lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.45	1.45	2	0	0	0.00%
broad	bad credit mercedes lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.95	0.95	3	0	0	0.00%
broad	zero deposit leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	1	1	100.00%	0.71	0.71	2	0	0	0.00%
phrase	car leasing bad credit cheltenham uk	None	Bad Credit Leasing	Bad Credit	"""car leasing bad credit"""	1	1	100.00%	1.14	1.14	3	0	0	0.00%
broad	we lease any car	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.25	1.25	3.5	0	0	0.00%
broad	vauxhall insignia 2012	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	13	7.69%	0.67	0.67	3.7	0	0	0.00%
broad	used lease hire cars	None	Generic Car Leasing	Used Car Leasing	used lease cars	2	2	100.00%	0.23	0.46	3.5	0	0	0.00%
broad	cheap jag lease	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.43	0.43	2	0	0	0.00%
broad	no credit leasing	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.6	0.6	4	0	0	0.00%
broad	guaranteed car lease glasgow	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.16	0.16	4.5	0	0	0.00%
broad	used 4x4 lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	4	25.00%	0.2	0.2	3.3	0	0	0.00%
broad	leasing deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	2	5	40.00%	0.68	1.35	1.6	0	0	0.00%
broad	0 deposit car lease	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.88	0.88	3	0	0	0.00%
broad	12 month lease car	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.24	0.24	2	0	0	0.00%
broad	low deposit car leasing deals	None	No Deposit Deals	No Deposit Deals	no deposit leasing	1	1	100.00%	0.37	0.37	2	0	0	0.00%
phrase	cheapest personal car leasing uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	16	59	27.12%	0.74	11.87	1.6	0	0	0.00%
broad	car leases no deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	2	2	100.00%	0.76	1.52	1	0	0	0.00%
phrase	long term personal vehicle leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	"""personal vehicle leasing"""	1	1	100.00%	0.91	0.91	1	0	0	0.00%
phrase	car leasing deals personal uk	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	"""car leasing deals personal"""	10	36	27.78%	0.86	8.59	1.4	0	0	0.00%
phrase	used cars lease to buy	None	Generic Car Leasing	Used Car Leasing	used cars lease	1	1	100.00%	0.21	0.21	4	0	0	0.00%
broad	i want to lease a car	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.55	0.55	1	1	0.55	100.00%
broad	how can i lease a car with bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.17	1.17	6.5	0	0	0.00%
broad	lease a car with bad credit history no deposit	None	No Deposit Deals	No Deposit Deals	lease car no deposit	2	4	50.00%	1.16	2.32	3	0	0	0.00%
broad	vauxhall personal leasing	None	Vauxhall	Vauxhall Insignia (Petrol)	vauxhall insignia lease	1	2	50.00%	0.59	0.59	2.5	0	0	0.00%
phrase	cars to lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""lease with bad credit"""	1	2	50.00%	0.83	0.83	1.5	0	0	0.00%
broad	sub prime car lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.31	1.31	1	0	0	0.00%
phrase (close variant)	business car lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing with bad credit"""	1	1	100.00%	1.2	1.2	6	0	0	0.00%
broad (session-based)	hippo leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	6	24	25.00%	0.51	3.08	1	2	1.54	33.33%
broad	hippo cars blackburn	None	Hippo Leasing	Hippo Leasing (Generic)	hippoleasing	1	2	50.00%	0.2	0.2	1	0	0	0.00%
broad	hippo cars blackburn	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing	4	15	26.67%	0.24	0.98	1	0	0	0.00%
broad	rental cars without deposit	None	No Deposit Deals	No Deposit Deals	lease no deposit	1	1	100.00%	1.02	1.02	1	0	0	0.00%
phrase	personal car lease uk	None	Generic Car Leasing	Car leasing	"""car lease"""	1	1	100.00%	0.73	0.73	3	0	0	0.00%
broad	bad credit leasing car	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	0	1	0.00%	0	0	4	0	0	0.00%
phrase	business car lease with no deposit	None	No Deposit Deals	No Deposit Deals	"""car lease with no deposit"""	1	1	100.00%	0.69	0.69	2	0	0	0.00%
broad	car lease hire	None	Generic Car Leasing	Car leasing	car lease online	0	3	0.00%	0	0	2.3	0	0	0.00%
broad	solent car lease	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.24	0.24	2	0	0	0.00%
broad	car leasing no deposit scotland	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.55	0.55	2	0	0	0.00%
broad	take my car lease	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	2	50.00%	0.56	0.56	4	0	0	0.00%
broad	car sales no deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.75	0.75	2	0	0	0.00%
broad	private lease cars	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	4	11	36.36%	0.87	3.48	2	0	0	0.00%
broad	smart car lease 99	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.41	0.41	4	0	0	0.00%
broad	personal lease cars	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	16	96	16.67%	0.79	12.69	2.4	0	0	0.00%
broad (session-based)	cars no deposit 99 per month	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.21	0.21	2	0	0	0.00%
phrase	ex lease audi a3 quattro for sale	None	Audi	Audi A3	"""lease audi a3"""	1	1	100.00%	0.73	0.73	1	0	0	0.00%
broad	lease to buy cars	None	Generic Car Leasing	Car leasing	car lease financing	12	107	11.21%	0.65	7.84	1.7	1	7.84	8.33%
broad (session-based)	buy car no deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	2	50.00%	0.91	0.91	4	1	0.91	100.00%
broad	car bad credit cars	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.72	0.72	2	0	0	0.00%
broad	leasing a car first time buyer	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.1	1.1	1	0	0	0.00%
phrase (close variant)	no deposit lease car deals	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.61	0.61	1	0	0	0.00%
broad	no deposit personal lease cars	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.92	0.92	2	0	0	0.00%
broad (session-based)	hippo leasing	Added	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.12	0.12	1	0	0	0.00%
phrase (close variant)	audi car lease deals personal	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	"""car leasing deals personal"""	3	5	60.00%	0.93	2.78	2.2	0	0	0.00%
phrase	alphabet car lease	None	Generic Car Leasing	Car leasing	"""car lease"""	0	2	0.00%	0	0	2	0	0	0.00%
broad	car lease	Added	Generic Car Leasing	Car leasing	car lease financing	158	1232	12.82%	0.74	116.17	1.5	5	23.23	3.16%
broad	car lease	None	Generic Car Leasing	Used Car Leasing	used car leases	5	473	1.06%	0.22	1.09	7	1	1.09	20.00%
broad	car lease	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	36	2.78%	0.22	0.22	7.4	0	0	0.00%
broad (session-based)	bad credit taxi finance	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.89	0.89	6	0	0	0.00%
phrase (close variant)	best hybrid car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	2	50.00%	0.88	0.88	3	0	0	0.00%
broad	cheapest car lease deals bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	2	1	200.00%	0.95	1.9	3	1	1.9	50.00%
phrase (close variant)	bmw leasing bad credit	None	Bad Credit Leasing	Bad Credit	"""lease bad credit"""	1	1	100.00%	0.88	0.88	3	0	0	0.00%
broad	lease a car uk bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	3	100.00%	1.1	3.31	1.7	0	0	0.00%
phrase	driving instructor lease cars bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.15	1.15	3.5	0	0	0.00%
broad	car on lease bad credit instant decision	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.97	0.97	3	0	0	0.00%
broad (session-based)	peugeot 508 lease deals	None	Peugeot	Peugeot 107	no deposit Peugeot lease	1	2	50.00%	1.2	1.2	7.5	0	0	0.00%
phrase (close variant)	personal lease seat	None	Seat	Seat Ibiza	"""leasing seat"""	1	1	100.00%	2.77	2.77	3	0	0	0.00%
broad	stock lease deals	None	Bad Credit Leasing	Quick Cars	car lease in stock	4	7	57.14%	0.34	1.35	3.3	0	0	0.00%
phrase	cheapest car lease no deposit	None	No Deposit Deals	No Deposit Deals	"""car lease no deposit"""	2	2	100.00%	0.73	1.46	1	0	0	0.00%
broad (session-based)	refused car finance	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.89	0.89	3	0	0	0.00%
broad	lease mercedas a class bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.89	0.89	5	0	0	0.00%
broad	car lease business	None	Generic Car Leasing	Car leasing	car lease financing	6	46	13.04%	0.67	4.03	3.1	0	0	0.00%
broad	12 month personal car lease uk	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad	new car 99 a month no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	1	1	100.00%	0.85	0.85	1	0	0	0.00%
exact (close variant)	personnel car leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	[personal car leasing]	1	1	100.00%	0.86	0.86	2	0	0	0.00%
broad	0 deposit car lease deals	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	1	1	100.00%	0.89	0.89	1	0	0	0.00%
broad	private car lease	None	Generic Car Leasing	Car leasing	car lease financing	5	35	14.29%	0.76	3.78	2.5	0	0	0.00%
phrase	easiest cars to lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""lease with bad credit"""	1	1	100.00%	0.92	0.92	3	0	0	0.00%
broad	ex lease cars	None	Generic Car Leasing	Used Car Leasing	used car lease deals	2	39	5.13%	0.45	0.9	5.8	0	0	0.00%
broad	london car financing lease deals	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.23	1.23	4	0	0	0.00%
broad	range rover lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	5	20.00%	0.34	0.34	3.2	0	0	0.00%
broad	phone number for hippo car leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.8	0.8	1	1	0.8	100.00%
phrase	range rover evoque personal lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	0.43	0.43	1	0	0	0.00%
broad	no deposit new car lease	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	2	10	20.00%	0.59	1.18	2.4	0	0	0.00%
broad (session-based)	car lease warrington	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.89	0.89	2	0	0	0.00%
phrase (close variant)	short term car lease uk 3 months	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	4	11	36.36%	0.76	3.05	1.7	0	0	0.00%
broad	new cars on finance no deposit sandhurst	None	No Deposit Deals	No Deposit Deals	no deposit cars	2	1	200.00%	1.24	2.48	2	0	0	0.00%
broad	hippo leasing co uk	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.05	0.05	1	0	0	0.00%
broad	hippoleasing co uk	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.36	0.36	1	0	0	0.00%
broad	hppo car	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.21	0.21	1	1	0.21	100.00%
broad	12 month car lease no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	1	3	33.33%	0.9	0.9	1	0	0	0.00%
broad	cheap range rover evoque lease	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	10	10.00%	0.25	0.25	3.5	0	0	0.00%
broad	0 lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	2	50.00%	0.21	0.21	2.5	0	0	0.00%
phrase	lease golf cabriolet	None	VW	VW Golf	"""lease golf"""	1	7	14.29%	0.63	0.63	2.9	0	0	0.00%
broad	private lease car	None	Generic Car Leasing	Car leasing	car lease financing	1	2	50.00%	0.69	0.69	2.5	0	0	0.00%
broad	a200 cdi used cheap lease	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.11	0.11	1	0	0	0.00%
broad	car lesing	None	Bad Credit Leasing	Quick Cars	car leasing quick	1	28	3.57%	0.57	0.57	1.9	0	0	0.00%
broad	lease a car	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	5	15	33.33%	0.81	4.05	1.3	0	0	0.00%
phrase	no deposit leasing mg3	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	2	1	200.00%	0.99	1.98	1	0	0	0.00%
broad	mondeo lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	2	9	22.22%	0.42	0.85	3.9	0	0	0.00%
broad (session-based)	can i lease a car with bad credit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	1.28	1.28	8	0	0	0.00%
broad	lease cars with bad credit rating	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	8	37.50%	1.11	3.34	3.4	0	0	0.00%
broad	lease bmw no deposit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	3	33.33%	0.94	0.94	5	0	0	0.00%
broad	rent to buy cars no credit check	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	2	50.00%	1.11	1.11	4.5	0	0	0.00%
broad (session-based)	99 deposit 99 per month car deals	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.47	0.47	3	0	0	0.00%
broad	cheap diesel lease cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	4	25.00%	0.68	0.68	1	0	0	0.00%
broad	lease 2nd hand car	None	Generic Car Leasing	Used Car Leasing	lease a used car	1	2	50.00%	0.29	0.29	1.5	0	0	0.00%
phrase	cheap car leasing uk deals	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	1	100.00%	0.84	0.84	2	0	0	0.00%
broad	bmw 330d lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	2	50.00%	0.2	0.2	4.5	0	0	0.00%
broad	how to lease a car	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.65	0.65	2	0	0	0.00%
broad	credit score to lease a car 2015 uk	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.83	0.83	2	0	0	0.00%
broad	car lease 0 deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	8	45	17.78%	0.53	4.21	1.5	1	4.21	12.50%
broad	best car lease deal	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.85	0.85	2	0	0	0.00%
broad	personal lease edinburgh	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.59	0.59	2	0	0	0.00%
broad	no deposit car leasing bury st edmunds	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.71	0.71	1	0	0	0.00%
broad	best personal lease hippo	None	Hippo Leasing	Hippo Leasing (Generic)	hippoleasing	1	1	100.00%	0.18	0.18	1	0	0	0.00%
broad	audi cheap lease	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.91	0.91	1	0	0	0.00%
broad	hippo leaseing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	6	5	120.00%	0.15	0.9	1	0	0	0.00%
broad	vehicle lease for private person with bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1	1	3	0	0	0.00%
broad	lease car free insurance	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	2	50.00%	0.19	0.19	4	0	0	0.00%
broad (session-based)	lease cars for sale	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.28	1.28	1	0	0	0.00%
broad	hippo leasing renault expression ruby red	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	2	50.00%	0.31	0.31	1	0	0	0.00%
broad	lease cars bad credit no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.7	0.7	5	0	0	0.00%
broad	cheap second hand car lkease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.36	0.36	1	1	0.36	100.00%
broad	car lease with maintenance no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.42	0.42	1	0	0	0.00%
broad	no deposit keasing deals	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	1.15	1.15	1	0	0	0.00%
broad	bad credit lease cars uk	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	2	2	100.00%	1.03	2.06	2	1	2.06	50.00%
broad	no deposit car leasing birmingham	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	5	12	41.67%	0.71	3.54	3.4	0	0	0.00%
broad (session-based)	leased cars	None	Vauxhall	Vauxhall Insignia (Petrol)	vauxhall insignia lease	1	1	100.00%	0.89	0.89	3	0	0	0.00%
broad	car lease no deposit 100 monthly	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.48	0.48	2	0	0	0.00%
broad	car lease businesss	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.69	0.69	3	0	0	0.00%
phrase	cheapest car leasing companies	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	2	14	14.29%	0.61	1.22	2.3	0	0	0.00%
phrase	lease insignia sports tourer	None	Vauxhall	Vauxhall Insignia (Petrol)	"""lease insignia"""	1	1	100.00%	0.68	0.68	1	0	0	0.00%
broad	hippo cares	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	2	3	66.67%	0.22	0.43	1	0	0	0.00%
broad	car lease poor credit wirral	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.15	1.15	4	0	0	0.00%
broad	hipppo leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	1	100.00%	0.15	0.15	1	0	0	0.00%
broad	second lease cars	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.21	0.21	6	0	0	0.00%
broad	golf r lease deals in stock	None	Bad Credit Leasing	Quick Cars	car lease in stock	2	2	100.00%	0.26	0.51	3	0	0	0.00%
broad	car lese	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.22	0.22	5	0	0	0.00%
broad	car lease hire no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	6	30	20.00%	0.51	3.08	2.4	0	0	0.00%
phrase	adi car leasing companies	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	1	1	100.00%	0.86	0.86	2	0	0	0.00%
broad	cpc lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.28	0.28	5	0	0	0.00%
phrase	cheapest astra lease	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra lease"""	1	5	20.00%	0.61	0.61	1	0	0	0.00%
broad	lease a corsa	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	3	13	23.08%	0.51	1.54	1.6	0	0	0.00%
broad	audi business lease	None	Generic Car Leasing	Car leasing	company car lease	0	5	0.00%	0	0	5.4	0	0	0.00%
broad	hypo lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.28	0.28	1	0	0	0.00%
broad	hippo van leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	7	12	58.33%	0.77	5.42	1.3	0	0	0.00%
