Match Type	Search term	Added/Excluded	Campaign	Ad group	Keyword	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate
broad	3 month car lease liverpool no deposit	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	1	100.00%	0.53	0.53	1	0	0	0.00%
phrase (close variant)	luxury car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	0	3	0.00%	0	0	1.3	0	0	0.00%
broad	nil deposit personal car leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	4	8	50.00%	0.55	2.19	2.3	0	0	0.00%
broad	business car lease no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	2	10	20.00%	0.54	1.09	2.4	0	0	0.00%
phrase	cheapest personal car lease no deposit	None	No Deposit Deals	No Deposit Deals	"""car lease no deposit"""	2	2	100.00%	0.61	1.22	1	0	0	0.00%
broad	hyundai lease rates	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	leasing car quote	1	1	100.00%	1.03	1.03	2	0	0	0.00%
broad	no deposit car lease of rental	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.49	0.49	1	0	0	0.00%
broad	bad credit cheap car leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	2	3	66.67%	1.16	2.33	2.3	0	0	0.00%
phrase	audi a3 lease hire	None	Audi	Audi A3	"""audi a3 lease"""	7	25	28.00%	0.65	4.58	2.5	0	0	0.00%
broad	can you private lease a car with bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.71	0.71	4	0	0	0.00%
phrase	dacia sandero personal lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	0.54	0.54	2	0	0	0.00%
broad	cost of car leasing	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.25	0.25	1	0	0	0.00%
broad	hippo car blackburn	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.1	0.1	1	0	0	0.00%
broad	cheap insignia for sale	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	1	100.00%	0.8	0.8	1	0	0	0.00%
broad (session-based)	lease cars	None	Bad Credit Leasing	Bad Credit	lease car bad credit	14	95	14.74%	0.97	13.56	2.5	2	6.78	14.29%
phrase	bad credit car lease uk	None	Bad Credit Leasing	Bad Credit	"""bad credit car lease"""	6	52	11.54%	1.06	6.33	3.9	0	0	0.00%
broad	bad credit car lease uk	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	2	100.00%	1.21	2.42	2	0	0	0.00%
broad (session-based)	hippo prestige	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	3	8	37.50%	1.07	3.2	1	0	0	0.00%
broad	hippo prestige	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	16	456	3.51%	0.92	14.74	1	0	0	0.00%
broad	used audi lease	None	Generic Car Leasing	Used Car Leasing	used car leases	1	2	50.00%	0.48	0.48	2	0	0	0.00%
broad	personal leasing	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.77	0.77	2	0	0	0.00%
broad	car 4 leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	3	33.33%	0.85	0.85	4	0	0	0.00%
broad	fiesta personal lease	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	3	33.33%	0.93	0.93	3.3	0	0	0.00%
broad	bad credit car leasing bexleyheath	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.98	0.98	6	0	0	0.00%
broad	car leasing no deposit lancashire	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.54	0.54	2	0	0	0.00%
broad	luxury cars on lease	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.2	0.2	1	0	0	0.00%
broad	guaranteed car finance dealers in kent	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	3	33.33%	0.83	0.83	4.3	0	0	0.00%
broad	leasing a car uk	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	5	187	2.67%	0.35	1.73	7	0	0	0.00%
broad	leasing a car uk	None	Generic Car Leasing	Used Car Leasing	used car leasing	2	19	10.53%	0.22	0.43	3.7	0	0	0.00%
exact	leasing cars with bad credit	Added	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	10	65	15.38%	1.03	10.27	3.1	0	0	0.00%
broad	cat lease without deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.53	0.53	2	0	0	0.00%
broad (session-based)	finance lease	None	Generic Car Leasing	Car leasing	car lease financing	1	12	8.33%	0.83	0.83	5.3	0	0	0.00%
phrase (close variant)	compare car leases uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	2	50.00%	0.52	0.52	6	0	0	0.00%
broad (session-based)	car leases	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.09	1.09	2	0	0	0.00%
broad	car leasing with poor credit history	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	0	1	0.00%	0	0	5	0	0	0.00%
broad	car leasing uk	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.97	0.97	1	0	0	0.00%
phrase (close variant)	do they do a credit check for car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	2	50.00%	0.98	0.98	2	0	0	0.00%
broad	car leasing no credit checks	None	Bad Credit Leasing	Bad Credit	lease car bad credit	0	4	0.00%	0	0	2.8	0	0	0.00%
phrase (close variant)	cheapest electric car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	2	7	28.57%	0.88	1.77	2.1	0	0	0.00%
broad	mercedes cla amg lease hire	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.97	0.97	7	0	0	0.00%
exact (close variant)	car leasing company	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	6	43	13.95%	0.86	5.14	1.8	0	0	0.00%
phrase (close variant)	can i get a car lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing with bad credit"""	1	1	100.00%	0.85	0.85	2	0	0	0.00%
broad (session-based)	personal lease cars kilmarnock	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	0.82	0.82	2.5	0	0	0.00%
broad	used cars to lease	None	Generic Car Leasing	Used Car Leasing	used car lease programs	1	1	100.00%	0.2	0.2	2	0	0	0.00%
broad (session-based)	nissan juke personal lease	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	1.08	1.08	4	0	0	0.00%
broad	used mercedes car leasing	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.21	0.21	11	0	0	0.00%
broad	leasing a van with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	14	7.14%	1.14	1.14	3.9	0	0	0.00%
phrase	used car leasing companies	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	2	3	66.67%	0.68	1.37	1.3	0	0	0.00%
broad	used car leasing companies	None	Generic Car Leasing	Used Car Leasing	used lease cars	3	16	18.75%	0.18	0.55	4.8	0	0	0.00%
broad	how to get a lease with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.57	0.57	1	0	0	0.00%
broad	van leasing with poor credit history	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.92	0.92	2	0	0	0.00%
broad	no deposit smart car lease	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.5	0.5	2	0	0	0.00%
broad	car leaseswithout paying a deposit	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	best lease deals for poor credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.2	1.2	2	0	0	0.00%
broad	2nd hand personal car lease	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	1	100.00%	0.29	0.29	2	0	0	0.00%
phrase	leasing golf cars	None	VW	VW Golf	"""leasing golf"""	2	3	66.67%	0.68	1.36	2	2	0.68	100.00%
broad (session-based)	van leasing no credit check	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	0	1	0.00%	0	0	4	0	0	0.00%
broad	i have bad credit and want to lease a car	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.29	1.29	3	0	0	0.00%
broad	car leasing instant decision	None	Bad Credit Leasing	Quick Cars	quick car lease	2	8	25.00%	0.67	1.34	1.4	0	0	0.00%
phrase	lease seat leon london	None	Seat	Seat Leon	"""lease seat leon"""	1	1	100.00%	3.56	3.56	1	0	0	0.00%
broad	www hippo car leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.21	0.21	1	1	0.21	100.00%
broad	bad credit company car leasing	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.27	1.27	3	0	0	0.00%
broad	personal car leasing immediate delivery	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.66	0.66	1	0	0	0.00%
phrase	ford ecosport titanium lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	1.12	1.12	1	0	0	0.00%
phrase	leasing cars with bad credit personal	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.85	0.85	2	0	0	0.00%
broad	lease used bmw	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.21	0.21	2.5	0	0	0.00%
broad	car ssecond hand lease	None	Generic Car Leasing	Used Car Leasing	can you lease a used car	1	2	50.00%	0.2	0.2	1.5	0	0	0.00%
broad	auto ease	None	Generic Car Leasing	Car leasing	car lease financing	1	2	50.00%	0.86	0.86	4	0	0	0.00%
broad	lease poor credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	5	20.00%	1.1	1.1	2.6	0	0	0.00%
broad (session-based)	cheap lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.1	1.1	1	0	0	0.00%
broad	car finance with bad credit no deposit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	2	2	100.00%	1.53	3.06	11	0	0	0.00%
phrase (close variant)	used car leasing scotland	None	Generic Car Leasing	Used Car Leasing	used car lease	2	3	66.67%	0.2	0.41	2.3	0	0	0.00%
broad	cars to lease with bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.91	0.91	4	0	0	0.00%
broad	leasing cars	None	Generic Car Leasing	Used Car Leasing	used car leases	8	269	2.97%	0.26	2.04	6.3	0	0	0.00%
broad	best car leasing companies	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	3	33.33%	0.78	0.78	3	0	0	0.00%
exact	no deposit cars	Added	No Deposit Deals	No Deposit Deals	no deposit cars	5	20	25.00%	0.94	4.72	1.3	0	0	0.00%
broad (session-based)	car leasing credit score	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.83	0.83	5	0	0	0.00%
broad	hippo leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	95	331	28.70%	0.5	47.88	1.1	8	5.93	8.51%
phrase	vauxhall astra lease deals	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra lease deals"""	17	48	35.42%	0.61	10.41	2.5	0	0	0.00%
broad	monthly lease car calculator	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.44	0.44	3	0	0	0.00%
phrase	domestic car leasing uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	5	10	50.00%	0.94	4.68	1.1	0	0	0.00%
broad	vehicle leasing without a deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	3	33.33%	0.5	0.5	1.7	0	0	0.00%
broad	cheap lease polo	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.22	0.22	4	0	0	0.00%
broad	lease a car with no depoist	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.5	0.5	2	0	0	0.00%
broad	buy a car on finance no deposit 300 per month	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.98	0.98	3	0	0	0.00%
broad	best lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.21	0.21	1	0	0	0.00%
broad	car leasing a month	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	1	100.00%	0.64	0.64	2	0	0	0.00%
broad	car finance new car no deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.97	0.97	1	0	0	0.00%
exact (close variant)	leasing fiat punto	Added	Fiat Punto	Fiat Punto	"""lease fiat punto"""	1	1	100.00%	0.54	0.54	2	0	0	0.00%
broad	car contract hire with bad credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.99	0.99	1	0	0	0.00%
broad	hippo leasing accomidation deal reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	3	33.33%	0.63	0.63	1	0	0	0.00%
broad	car lease north east no deposit	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	3	33.33%	0.89	0.89	2.3	0	0	0.00%
broad	car to lease	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	2	50.00%	0.95	0.95	3.5	0	0	0.00%
broad	lease cars under 100 month	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	2	3	66.67%	0.84	1.69	1	0	0	0.00%
broad	best car leasing websites	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	4	25.00%	0.2	0.2	2.8	0	0	0.00%
broad	hipp group cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.09	0.09	1	0	0	0.00%
broad	personal lease no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	5	18	27.78%	0.79	3.96	1.6	0	0	0.00%
broad	bad credit lease deals	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.16	1.16	1	0	0	0.00%
broad	vauxhall insignia special offers	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	1	100.00%	0.68	0.68	2	0	0	0.00%
broad	aberdeen car leasing	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	1	9	11.11%	0.46	0.46	2.6	0	0	0.00%
phrase	classic car leasing uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	1	100.00%	0.66	0.66	2	0	0	0.00%
broad (session-based)	just add fuel no deposit	None	Peugeot	Peugeot 107	no deposit Peugeot lease	1	4	25.00%	0.93	0.93	3.3	0	0	0.00%
broad	best lease deals no deposit	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.18	0.18	2	0	0	0.00%
broad	cars 0 deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.85	0.85	1	0	0	0.00%
phrase (close variant)	corporate car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	3	11	27.27%	0.89	2.68	1.1	0	0	0.00%
broad	freedom car leasing	None	Bad Credit Leasing	Bad Credit	non status car leasing	1	11	9.09%	0.64	0.64	1.1	0	0	0.00%
broad	leasing cars northern ireland no deposit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.92	0.92	1	0	0	0.00%
broad	cars for lease in liverpool	None	Generic Car Leasing	Used Car Leasing	used car lease deals	2	1	200.00%	0.69	1.38	2	0	0	0.00%
broad	very cheap car lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.22	0.22	3	0	0	0.00%
broad	lease deals no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	5	28	17.86%	0.52	2.58	1.6	0	0	0.00%
phrase	cheapest lease audi a3	None	Audi	Audi A3	"""lease audi a3"""	1	2	50.00%	0.68	0.68	3	0	0	0.00%
phrase (close variant)	bmw slk no deposit lease	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	1.04	1.04	2	0	0	0.00%
broad	car leasing with a dr10	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.2	0.2	8	0	0	0.00%
phrase	new vauxhall corsa lease cars	None	Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	"""vauxhall corsa lease"""	1	1	100.00%	1.25	1.25	2	0	0	0.00%
broad	personal automatic transmission car lease deals free insurance	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.19	0.19	8	0	0	0.00%
broad	personal lease cars	None	Generic Car Leasing	Used Car Leasing	used car lease deals	4	317	1.26%	0.36	1.45	7.6	0	0	0.00%
broad	personal lease cars	None	Generic Car Leasing	Used Car Leasing	used car leases	1	19	5.26%	0.33	0.33	4.5	0	0	0.00%
broad	car lease warrington	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.56	0.56	1	0	0	0.00%
phrase	insignia leasing deals n ireland	None	Vauxhall	Vauxhall Insignia Both	insignia leasing	1	1	100.00%	0.62	0.62	2	0	0	0.00%
broad (session-based)	car lease with insurance all in	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.69	0.69	3	0	0	0.00%
broad	car leasing poor credit scotland	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	2	3	66.67%	0.96	1.91	2.3	0	0	0.00%
broad (session-based)	second hand car	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	1	100.00%	0.21	0.21	1	0	0	0.00%
phrase	personal car leasing bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing bad credit"""	48	339	14.16%	1.18	56.76	3.1	3	18.92	6.25%
broad	low deposit car lease	None	No Deposit Deals	No Deposit Deals	lease small deposit	1	1	100.00%	0.87	0.87	1	0	0	0.00%
broad	how to get a car lease with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	1.22	1.22	3	1	1.22	100.00%
phrase (close variant)	second hand cars leasing uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	2	2	100.00%	0.92	1.84	2	0	0	0.00%
broad	personal car leasing for bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	7	14.29%	0.92	0.92	7.9	0	0	0.00%
phrase	personal car leasing for bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing for bad credit"""	1	2	50.00%	0.71	0.71	4.5	0	0	0.00%
phrase (close variant)	cheapest fiat 500 no deposit lease	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.8	0.8	1	0	0	0.00%
broad	hippo leasig	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.12	0.12	1	0	0	0.00%
broad	used cars formerly lessed	None	Generic Car Leasing	Used Car Leasing	lease a used car	1	1	100.00%	0.2	0.2	1	0	0	0.00%
broad	leasing options for bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	8	37.50%	1.09	3.28	2.4	0	0	0.00%
broad	lease cars 3 years old	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.19	0.19	3	0	0	0.00%
broad	car leasing non status uk	None	Bad Credit Leasing	Bad Credit	non status car leasing	2	2	100.00%	0.96	1.92	1.5	0	0	0.00%
phrase	lease cars bad credit history	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	5	60.00%	1.21	3.62	3.6	0	0	0.00%
broad	car lease rates bad credit comparison	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.08	1.08	2	0	0	0.00%
broad	hoppo leassing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.1	0.1	1	0	0	0.00%
broad	cheapest car for lease	None	Generic Car Leasing	Used Car Leasing	used car for lease	1	1	100.00%	0.33	0.33	8	0	0	0.00%
broad	best car leasing deals no deposit	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	0.66	0.66	1	0	0	0.00%
broad	hippo leasing customer reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	2	5	40.00%	0.26	0.51	1	0	0	0.00%
phrase	no deposit car leasing bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing bad credit"""	4	15	26.67%	1.16	4.63	4.7	0	0	0.00%
broad	low cost car leasing and no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.52	0.52	2	0	0	0.00%
broad	car leasing liverpool no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	23	76	30.26%	0.53	12.13	1.9	0	0	0.00%
broad	lease a car no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	2	50.00%	1.01	1.01	1	0	0	0.00%
broad	car leasing and my accounting	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.97	0.97	3	0	0	0.00%
exact	used car lease deals	Added	Generic Car Leasing	Used Car Leasing	used car lease deals	32	303	10.56%	0.23	7.48	4.2	0	0	0.00%
broad	lease cars stoke on trent	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.23	0.23	3	0	0	0.00%
broad	ford focus lease personal low deposit	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	1	100.00%	0.59	0.59	1	0	0	0.00%
broad	guaranteed car finance witney	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.97	0.97	5	0	0	0.00%
phrase	car lease golf gti	None	VW	VW Golf	"""lease golf"""	0	4	0.00%	0	0	3	0	0	0.00%
broad	want to lease a car with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	2	2	100.00%	1.18	2.36	1.5	0	0	0.00%
broad	leaseing a car with no deposit online	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.56	0.56	1	1	0.56	100.00%
phrase	audi a3 lease deals	None	Audi	Audi A3	"""audi a3 lease"""	7	169	4.14%	0.66	4.65	3.4	1	4.65	14.29%
broad	personal car lease no deposit bad credit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	1	100.00%	1.27	1.27	7	0	0	0.00%
broad (session-based)	car lease with fair credit score	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	0	1	0.00%	0	0	3	0	0	0.00%
broad	no deposit car leasing maidstone	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.69	0.69	2	0	0	0.00%
